grain_id,seed_x_grid,seed_y_grid,area_cells,equivalent_diameter_grid,equivalent_diameter_m
1,0.42954060265444216,41.5,1891,49.068278745990192,4.9068278745990188e-07
2,0.20698233875975147,10.5,1830,48.270367378603488,4.8270367378603486e-07
